text	labels
Awesome but stuff is way too expensive because its already hard to get coins	Monetization
Plz don't be so stingy	Other
This is a amazing game you can shoot, hit and all of that just so good controls😂	Other
Cool	Other
This game is amazing it's like the best shooter game ever	Other
This new update is the worst ever why does it take 5 sec to respawn and why does it take soooo much gold to upgrade a gun.  Why did you make it so the efficiency go so much up?  Can you make it better next update.	Balance
Beast	Other
I love this game	Other
:)THANKS FOR THE UPDATE	Other
Its great but its not easy to get gems and there is a low chance of getting a gun off chests	Monetization
I Downloaded It I love It! But.... can you please uptade this game. And add ''Get your own custom skins!'' Please add it I hope you see it please Respond because if you added it it will be more popular!.  i hope you see this PIXEL GUN 3D.	Monetization
It is fun	Other
Good game but you should add something that can be used to play the same account on different devices	Other
Its a good and well played design game..i've playing this game since the first version came out.	Other
AMAZING! Im a girl and i find my self really good at this game. Its very addicting.	Other
This is awesome I wish I was lvl 50 so I have stronger weapons	Balance
I am the leader of optic gaming, but can't lead the 2nd best clan in the world with game all of a sudden freezing on me.  I can't play for even 10 seconds now.  I'll give a 5 star once my issue is fixed.	Bug
This game is AMAZING you definitely install it.😆😆😆😆	Other
Cool 😀😀😀😀	Other
Nostalgic game since I was little	Other
I play this on tablet but I love when I played on phone but this was the best game ever played by my phone!	Other
It's so good with everything but the accuracy  isn't the best #Like it	Balance
I think this is a great good job i love it i always die but i always win XD the game is so cool download and get mofe happy	Other
Nice game	Other
Thet game was wonderful and awesome	Other
This is my fevorite game at all	Other
It's hard to level up and hard to be a pro	Balance
This game is so cool. I very like this game	Other
"Its trashy how about you first add auto fire in the game pressing a fire button doesn't allow you to aim, second make the daily chest actually winable I've noticed a pattern where I only get 5 coins then 3 diamonds and after awhile of that i get a crappy skin and my win ratio is less than 15 and national gaming standard for mystery boxes is a 25 percent chance and even the good stuff I get are bad or enforce players to play longer (1 day vip) which I might add, third gameplay sucks its bad sound effects and bad animation i'm aware that you are making a ""minecraft"" fps but when I kill someone I don't want to extend 10 extra bullets to find out i killed them but their model is just not disappearing, forth DON'T do those horrible stupid offers like ""give me your email address and we will give you 167 gems"", those are bull and I've tested this on another email that gets spam and sure enough those ""offers"" give your email spam and one of those i got for the mario odyssey offer ended up trying to link me to a 'well lets just say' bad website and then when i checked the http sure enough its some ip scam that will basically try to get your phone number and scam/spam text you. STOP THESE and focus more on bug fixing then adding weapons because if you want this to be a good app easier chances to get a prize, bug fixing, and less shatty watch to wins can go a really far way and probably get your game popular again."	Monetization
I think it very good but I think you should start with 500 coins and gems BYE!!!	Monetization
Can't spend a day away from it defiantly my favourite game with fortnite and I love how easy it is to get good loot with a bit of luck from lucky chests ect  overall an amazing game	Other
This is so good !!!!!!!	Other
Make it less lag xD PG3d is the  Best!!	Bug
It is fun	Other
I want to be a pro plz😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😞😀	Other
Well its a good game but add more skins and modes	Other
Game rat hay	Other
Great game	Other
This is a awesome game but I can't get my old stuff back so Yea that sucks	Bug
Cool	Other
It's so addicting and awesome I love it	Other
S top	Other
Thean hou hou	Other
I like the game cause the graphics are good and it plays very smooth	Graphics
Great game worth spending money on	Other
I don't really like it all that much because it's just pay to win, old PG3D was so much better back then. Although the developers aren't going to listen to us PG3D veterands because they don't care what we think anymore	Other
Fun but this is like a pay to win	Other
Finally i have a solution in my problem thanks who help me	Other
Good i am glad  that they made this game	Other
This games is good	Other
I love this game is so addicting when your bored this will cure that boredom	Other
Its ok cuase it keeps crashing when i play if it dose crash i hate it if it dose not crash i liked it	Other
Is raining laser from another sky🎵......	Other
Das Spiel ist wie call of duty bloß in Minecraft Style	Other
Fuck yall trashy pixel gun 3d makers who thought y'all how to make a game	Other
Cool	Other
It is one of the best games I have ever played on my phone.	Other
Gut coool	Other
You know what i think you should add weapon skin creater  and that you could sell your skin for 15 coins or 3 gems and add a new map or campaign where it says coming soon	Monetization
It is helping me get ready for the army	Other
I think is it it is a good game especially when you get good at it cuz when people get to the point where the Prototype is in a one-hit you going to have to get better	Balance
Cool	Other
Awesome game even tho controls can be laggy sometimes but still great game	Balance
So cool😎	Other
Play Game Is The Best	Other
Very good  thanks for nice game	Other
It glitches some times but most the time it is fun	Bug
It's AWESOME	Other
Not really realistic but it is fun	Other
Cool	Other
It's is the best game add a little more for a mini game use knives to play win the winner go vs another	Balance
It use to bee cool in 2015 & 2016 but now it sucks	Other
Real fun and addictive	Other
Awsome	Other
This game is so fun period	Other
Its cool	Other
Awsome	Other
Thich	Other
I like this game	Other
Awsome	Other
Minecraft with call of duty	Other
How did you find me, have you been following me?!? I set fire to my scrotum for the strength to bring the dark one back.	Other
